title,context,target_word,question,annotated_question,answers,ambiguity_type,answer_annotation,context_len,orig_len,ambig_len,answer_len
Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly...",club,How many senior men's teams does the hockey club field each week?,How many people does the club hosts?,"{'text': ['7'], 'answer_start': [139]}",lexical,numeric,44,12,7,4
Beyoncé,Beyoncé and husband Jay Z are friends with President Barack Obama and First Lady Michelle Obama. She...,club,How much did Beyonce raise for Obama at the 40/40 Club?,How much did she raise at the club?,"{'text': ['4 million'], 'answer_start': [398]}",lexical,numeric,151,11,8,5
Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly...",club,How old do kids need to be to play in the hockey club?,From what age kids can to play in the club?,"{'text': ['6'], 'answer_start': [237]}",lexical,numeric,44,13,10,4
New_Delhi,"The Delhi Flying Club, established in 1928 with two de Havilland Moth aircraft named Delhi and Rosha...",club,In what year did the Delhi Flying club begin operations?,When did the club begin operations?,"{'text': ['1929'], 'answer_start': [166]}",lexical,date time,98,10,6,4
New_Delhi,"The Delhi Flying Club, established in 1928 with two de Havilland Moth aircraft named Delhi and Rosha...",club,The Delhi Flying Club was established in what year?,When was the club founded?,"{'text': ['1928'], 'answer_start': [38]}",lexical,date time,98,9,5,4
Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly...",club,"Weekly, how many senior ladies teams does Southampton Hockey Club field?",How many ladies are in the club?,"{'text': ['5'], 'answer_start': [158]}",lexical,numeric,44,11,7,4
Wood,"Many other types of sports and recreation equipment, such as skis, ice hockey sticks, lacrosse stick...",club,"What is the golf club known as the ""wood"" usually made out of today?",What is the club usually made out of today?,"{'text': ['synthetic materials'], 'answer_start': [505]}",lexical,np,88,14,9,5
Nanjing,"As a major Chinese city, Nanjing is home to many professional sports teams. Jiangsu Sainty, the foot...",club,What is the name of the football club in Nanjing?,What is the name of the club?,"{'text': ['Jiangsu Sainty'], 'answer_start': [76]}",lexical,orgaization,78,10,7,5
Southampton,"Southampton is home to Southampton Football Club—nicknamed ""The Saints""—who play in the Premier Leag...",club,What league did Southampton Football Club become founding members of in 1992?,What  did the Club become founding of?,"{'text': ['the Premier League'], 'answer_start': [505]}",lexical,other entity,209,12,7,6
Southampton,"Southampton is home to Southampton Football Club—nicknamed ""The Saints""—who play in the Premier Leag...",club,What year did Southampton Football Club first reach the top level of English football?,When did the club first reach the top level?,"{'text': ['1966'], 'answer_start': [289]}",lexical,date time,209,14,9,4
Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly...",club,What year was Southampton Hockey Club founded?,When was the club founded?,"{'text': ['1938'], 'answer_start': [58]}",lexical,date time,44,7,5,4
Southampton,"The city hockey club, Southampton Hockey Club, founded in 1938, is now one of the largest and highly...",club,What's Southampton's hockey club named?,What's the club named?,"{'text': ['Southampton Hockey Club'], 'answer_start': [22]}",lexical,orgaization,44,5,4,6
Southampton,"Southampton is home to Southampton Football Club—nicknamed ""The Saints""—who play in the Premier Leag...",club,What's the nickname of the Southampton Football Club?,What's the other name of the club?,"{'text': ['The Saints'], 'answer_start': [60]}",lexical,other entity,209,8,7,5
New_Delhi,"The Delhi Flying Club, established in 1928 with two de Havilland Moth aircraft named Delhi and Rosha...",club,"When established in 1928, which airport served as the base of the Delhi Flying Club?",What was the base of the club?,"{'text': ['Safdarjung Airport'], 'answer_start': [119]}",lexical,location,98,15,7,5
Wood,"Many other types of sports and recreation equipment, such as skis, ice hockey sticks, lacrosse stick...",club,"When the golf club called the ""wood"" was actually made out of it, what type of wood was used?",What is the club usually made out of today?,"{'text': ['persimmon'], 'answer_start': [422]}",lexical,np,88,19,9,4
List_of_numbered_streets_in_Manhattan,27th Street is a one-way street runs from Second Avenue to the West Side Highway with an interruptio...,club,Which street does Club Row occur on?,Where is the club?,"{'text': ['27th Street'], 'answer_start': [0]}",lexical,location,47,7,4,5
Near_East,"Much of the colonial administration belonged to this club, which had been formed by the Duke of Well...",club,Who had formed the club that contained much of the colonial administration?,Who had built the club?,"{'text': ['Duke of Wellington'], 'answer_start': [88]}",lexical,person,74,12,5,6
Beyoncé,"Beyoncé and her mother introduced House of Deréon, a contemporary women's fashion line, in 2005. The...",company,Beyonce's family's company name is what?,What is their company?,"{'text': ['Beyond Productions'], 'answer_start': [408]}",both,orgaization,128,6,4,5
Beyoncé,"Beyoncé Giselle Knowles was born in Houston, Texas, to Celestine Ann ""Tina"" Knowles (née Beyincé), a...",company,Beyonce's father worked as a sales manager for what company?,Her father was in which company?,"{'text': ['Xerox'], 'answer_start': [152]}",both,orgaization,93,10,6,4
Beyoncé,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with...",company,How much did Beyoncé get for a deal with a soft drink company in 2012?,How much did she get for a deal with a company?,"{'text': ['$50 million'], 'answer_start': [171]}",referential,numeric,98,15,11,5
Beyoncé,"In October 2014, it was announced that Beyoncé with her management company Parkwood Entertainment wo...",company,The company and products were set to be in stores when?,The company was set to be there when?,"{'text': ['fall of 2015'], 'answer_start': [698]}",both,date time,113,11,8,6
Beyoncé,"On March 30, 2015, it was announced that Beyoncé is a co-owner, with various other music artists, in...",company,The parent company of Tidal became under the ownership of whom in 2015?,Who did lead the company?,"{'text': ['Jay Z'], 'answer_start': [230]}",lexical,person,148,13,5,5
Beyoncé,"In October 2014, Beyoncé signed a deal to launch an activewear line of clothing with British fashion...",company,What company did Beyoncé contract with to sell clothing in England?,What company did she contract?,"{'text': ['Topshop'], 'answer_start': [110]}",both,orgaization,50,11,5,4
Beyoncé,"In 2005, Beyoncé teamed up with House of Brands, a shoe company, to produce a range of footwear for ...",company,What company did Beyoncé get together with in 2005 to add shoes to her fashions?,With what company did she get together?,"{'text': ['House of Brands'], 'answer_start': [32]}",both,orgaization,135,15,7,6
Beyoncé,"Beyoncé Giselle Knowles was born in Houston, Texas, to Celestine Ann ""Tina"" Knowles (née Beyincé), a...",company,What company did Beyoncé's father work for when she was a child?,What company was he with?,"{'text': ['Xerox'], 'answer_start': [152]}",both,orgaization,93,12,5,4
Beyoncé,The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 mill...,company,What company was producing the video game?,What company dealt with games?,"{'text': ['GateFive'], 'answer_start': [109]}",lexical,orgaization,78,7,5,4
Beyoncé,"In October 2014, it was announced that Beyoncé with her management company Parkwood Entertainment wo...",company,What is the name of Beyoncé's management company?,How does the company name itself?,"{'text': ['Parkwood Entertainment'], 'answer_start': [75]}",lexical,orgaization,113,8,6,5
Beyoncé,"In October 2014, Beyoncé signed a deal to launch an activewear line of clothing with British fashion...",company,What is the name of the equal partnership's fashion line between Beyoncé and the British company to come out in 2016?,What line connects Beyoncé with the British company?,"{'text': ['Parkwood Topshop Athletic Ltd'], 'answer_start': [147]}",lexical,orgaization,50,21,8,7
Beyoncé,"On March 30, 2015, it was announced that Beyoncé is a co-owner, with various other music artists, in...",company,What is the parent company of the music service Beyoncé owns part of?,What is the company Beyoncé partly a member of?,"{'text': ['Aspiro'], 'answer_start': [274]}",lexical,orgaization,148,13,9,4
Beyoncé,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with...",company,What organization discovered that the advertisements Beyoncé did for the soft drink company were 70% positive?,Who discovered that the adds she made for the company were positive?,"{'text': ['NetBase'], 'answer_start': [437]}",both,orgaization,98,16,12,4
Beyoncé,"At age eight, Beyoncé and childhood friend Kelly Rowland met LaTavia Roberson while in an audition f...",company,What record company first signed Beyonce's group and later cut them?,What company signed her group and later cut them?,"{'text': ['Elektra Records'], 'answer_start': [918]}",both,orgaization,228,11,9,5
Beyoncé,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with...",company,What soft drink company has Beyoncé worked with since 2002?,What company has she dealt with?,"{'text': ['Pepsi'], 'answer_start': [24]}",both,orgaization,98,10,6,4
Beyoncé,"In 2005, Beyoncé teamed up with House of Brands, a shoe company, to produce a range of footwear for ...",company,What type of accessory company did Beyonce partner with in 2005?,What company  was she with?,"{'text': ['shoe'], 'answer_start': [51]}",both,np,135,11,5,4
Beyoncé,Beyoncé's lighter skin color and costuming has drawn criticism from some in the African-American com...,company,Which company was accused of coloring Beyonce's hair?,Who in her company was accused of coloring her hair?,"{'text': ['L'Oréal'], 'answer_start': [335]}",both,orgaization,99,8,10,4
Beyoncé,"The Bey Hive is the name given to Beyoncé's fan base. Fans were previously titled ""The Beyontourage""...",company,Which social media company proclaimed Beyonce fans are know as the Bey Hive?,From which company did the term Bey Hive emerge?,"{'text': ['Twitter'], 'answer_start': [321]}",lexical,orgaization,59,13,9,4
Beyoncé,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with...",company,Which soda company has Beyonce partnered with since 2002?,Who has she kept company with?,"{'text': ['Pepsi'], 'answer_start': [24]}",both,orgaization,98,9,6,4
Beyoncé,"On March 30, 2015, it was announced that Beyoncé is a co-owner, with various other music artists, in...",company,Who acquired the parent company of the music service Beyoncé owns part of?,Who acquired the company she was associated with?,"{'text': ['Jay Z'], 'answer_start': [230]}",both,person,148,13,8,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"The Ming court appointed three Princes of Dharma (法王) and five Princes (王), and granted many other t...",court,How many princes of Dharma were assigned by the Ming court?,How many princes were assigned by the court?,"{'text': ['three'], 'answer_start': [25]}",lexical,numeric,100,11,8,4
New_York_City,"Each borough is coextensive with a judicial district of the state Unified Court System, of which the...",court,In what borough is the Appellate Division of the Supreme Court located?,In what district is the the court located?,"{'text': ['Manhattan'], 'answer_start': [226]}",lexical,location,75,12,8,4
New_York_City,"Uniquely among major American cities, New York is divided between, and is host to the main branches ...",court,In what borough is the main courthouse of the District Court for the Southern District of New York located?,In what district is the court of New York located?,"{'text': ['Manhattan'], 'answer_start': [255]}",lexical,location,106,19,10,4
New_York_City,"In 1785, the assembly of the Congress of the Confederation made New York the national capital shortl...",court,In what building did the Supreme Court of the United States first sit?,Where was the court situated?,"{'text': ['Federal Hall'], 'answer_start': [517]}",lexical,other entity,108,13,5,5
IPod,"In 2005, Apple faced two lawsuits claiming patent infringement by the iPod line and its associated t...",court,On whose behalf did Pat-rights take Apple to court?,Who did Pat represent on the court?,"{'text': ['Ho Keung Tse'], 'answer_start': [355]}",lexical,person,74,9,7,6
Sino-Tibetan_relations_during_the_Ming_dynasty,"Wang and Nyima state that after the official title ""Education Minister"" was granted to Tai Situ Chan...",court,What dynasty kept a Central-local government relation with the Yuan imperial court?,Who kept relation with court?,"{'text': ['Phagmodrupa Dynasty'], 'answer_start': [419]}",both,other entity,122,12,5,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"With the death of Zhengde and ascension of Jiajing, the politics at court shifted in favor of the Ne...",court,What establishment did the politics at court shift in favor of?,What establishment is in favor at court?,"{'text': ['Neo-Confucian establishment'], 'answer_start': [98]}",lexical,np,85,11,7,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"During the reign of the Jiajing Emperor (r. 1521–1567), the native Chinese ideology of Daoism was fu...",court,What ideology was sponsored at the Ming court?,What ideas were supported at the court?,"{'text': ['the native Chinese ideology of Daoism'], 'answer_start': [56]}",lexical,other,128,8,7,9
New_York_City,"Each borough is coextensive with a judicial district of the state Unified Court System, of which the...",court,What numbered department of the Supreme Court is located in Brooklyn?,What part of the court is located in Brooklyn?,"{'text': ['Second'], 'answer_start': [329]}",lexical,numeric,75,11,9,4
Sino-Tibetan_relations_during_the_Ming_dynasty,"Wang and Nyima state that after the official title ""Education Minister"" was granted to Tai Situ Chan...",court,What title was given by the Yuan court to Tai Situ Changchub Gyaltsen ?,What title was given by the court?,"{'text': ['Education Minister'], 'answer_start': [52]}",lexical,other entity,122,14,7,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"A. Tom Grunfeld says that Tsongkhapa claimed ill health in his refusal to appear at the Ming court, ...",court,When did the Ming court send a second request to Tsongkhapa?,When did the court send a request?,"{'text': ['1413'], 'answer_start': [331]}",lexical,date time,201,11,7,4
Sino-Tibetan_relations_during_the_Ming_dynasty,"A. Tom Grunfeld says that Tsongkhapa claimed ill health in his refusal to appear at the Ming court, ...",court,When did the Ming first request Tsongkhapa to come to court?,When did the he first request him to come to court?,"{'text': ['1407'], 'answer_start': [282]}",both,date time,201,11,11,4
Sino-Tibetan_relations_during_the_Ming_dynasty,"In his usurpation of the throne from the Jianwen Emperor (r. 1398–1402), the Yongle Emperor was aide...",court,When did the Yongle Emperor invite Deshin Shekpa to his court?,When did he invite Deshin Shekpa to the court?,"{'text': ['March 10, 1403'], 'answer_start': [255]}",both,date time,102,11,9,6
Beyoncé,The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 mill...,court,When was the disagreement settled out of court?,When did she handle the disagreement off court?,"{'text': ['June 2013'], 'answer_start': [267]}",lexical,date time,78,8,8,5
Sino-Tibetan_relations_during_the_Ming_dynasty,Wang and Nyima argue that the Ming emperor sent edicts to Tibet twice in the second year of the Ming...,court,Who believed that the Ming court had full sovereignty over Tibet?,Who believed that the court had full power?,"{'text': ['Wang and Nyima'], 'answer_start': [0]}",lexical,person,208,11,8,6
Sino-Tibetan_relations_during_the_Ming_dynasty,"During the reign of the Jiajing Emperor (r. 1521–1567), the native Chinese ideology of Daoism was fu...",court,Who broke the eunuch influence at court?,Who broke the influence at court?,"{'text': ['Yang Tinghe'], 'answer_start': [350]}",lexical,person,128,7,6,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"As evident in his imperial edicts, the Hongwu Emperor was well aware of the Buddhist link between Ti...",court,Who did Rolpe Dorje send as envoys to court in Nanjing?,Who did he send to court?,"{'text': ['disciples'], 'answer_start': [249]}",lexical,np,79,11,6,4
Sino-Tibetan_relations_during_the_Ming_dynasty,"Despite this glowing message by the Emperor, Chan writes that a year later in 1446, the Ming court c...",court,Who did the Ming court think the representatives were sent by?,Who did the court think had sent the representatives to them?,"{'text': ['the Karmapa'], 'answer_start': [126]}",lexical,person,63,11,11,5
Sino-Tibetan_relations_during_the_Ming_dynasty,"Discussions of strategy in the mid Ming dynasty focused primarily on recovery of the Ordos region, w...",court,Why did P. Christiaan Klieger believe that the Ming court supported high Tibetan lamas?,Why did he believe that the court supported lamas?,"{'text': ['to help stabilize border regions and protect trade routes'], 'answer_start': [957]}",both,other,167,14,9,12
Sino-Tibetan_relations_during_the_Ming_dynasty,Van Praag states that the Ming court established diplomatic delegations with Tibet merely to secure ...,court,Why does Van Praag believe the Ming court set up a diplomatic delegation with Tibet?,Why does he believe the court set up a delegation?,"{'text': ['to secure urgently needed horses'], 'answer_start': [90]}",both,other,329,15,10,8
2008_Sichuan_earthquake,"Between 64 and 104 major aftershocks, ranging in magnitude from 4.0 to 6.1, were recorded within 72 ...",date,At what date did the most recent aftershock above 6 MS occur?,At what date did it last happen?,"{'text': ['August 5, 2008'], 'answer_start': [424]}",both,date time,80,12,7,6
Frédéric_Chopin,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then...",date,"Despite the birthdate given by parish baptismal, what date is given by the composer and his family instead?",Which date was the one shared by them?,"{'text': ['1 March'], 'answer_start': [393]}",both,date time,77,18,8,5
Frédéric_Chopin,"During the summers at Nohant, particularly in the years 1839–43, Chopin found quiet, productive days...",date,On what date did Delacroix write a letter based on his visit at Nohant?,On what date did he write a letter?,"{'text': ['7 June 1842'], 'answer_start': [393]}",both,date time,65,14,8,6
Frédéric_Chopin,"Chopin's successes as a composer and performer opened the door to western Europe for him, and on 2 N...",date,On what date did Frédéric begin his journey into Western Europe?,On what date did he begin his journey?,"{'text': ['2 November 1830'], 'answer_start': [97]}",both,date time,158,11,8,6
Frédéric_Chopin,"At the end of 1831, Chopin received the first major endorsement from an outstanding contemporary whe...",date,On what date did Frédéric give his first performance at the Salle Pleyel?,On what date did he give his first performance?,"{'text': ['26 February 1832'], 'answer_start': [275]}",both,date time,229,13,9,6
Frédéric_Chopin,"Back in Warsaw that year, Chopin heard Niccolò Paganini play the violin, and composed a set of varia...",date,"On what date did Frédéric give his first performance of Piano Concerto No. 2 in F minor, Op. 21?",On what date did he give his first performance?,"{'text': ['17 March 1830'], 'answer_start': [871]}",both,date time,149,19,9,6
The_Legend_of_Zelda:_Twilight_Princess,"A high-definition remaster of the game, The Legend of Zelda: Twilight Princess HD, is being develope...",date,On what date is Twilight Princess HD scheduled for Australian release?,On what date did she plan for release?,"{'text': ['March 5, 2016'], 'answer_start': [360]}",both,date time,68,11,8,6
Frédéric_Chopin,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787...",date,On what date was Frédéric baptised?,On which date was he baptised?,"{'text': ['23 April 1810'], 'answer_start': [331]}",both,date time,128,6,6,6
Frédéric_Chopin,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then...",date,On what date was Frédéric born on?,On what date did he appear?,"{'text': ['22 February 1810'], 'answer_start': [212]}",both,date time,77,7,6,6
Frédéric_Chopin,"From September 1823 to 1826 Chopin attended the Warsaw Lyceum, where he received organ lessons from ...",date,On what date was Frédéric's first performance that earned international esteem?,On what date was he's first performance?,"{'text': ['10 June 1825'], 'answer_start': [848]}",both,date time,182,11,7,6
Spectre_(2015_film),"Spectre had its world premiere in London on 26 October 2015 at the Royal Albert Hall, the same day a...",date,On what date was Spectre first shown for general audiences?,On which date did they watch Spectre?,"{'text': ['26 October 2015'], 'answer_start': [44]}",both,date time,105,10,7,6
Spectre_(2015_film),Spectre was released on 26 October 2015 in the United Kingdom on the same night as the world premier...,date,On what date was Spectre first shown in the UK?,On which date did they watch Spectre?,"{'text': ['26 October 2015'], 'answer_start': [24]}",both,date time,144,10,7,6
IPod,"Apple debuted the iTunes Wi-Fi Music Store on September 5, 2007, in its Media Event entitled ""The Be...",date,On what date was the iTunes Wi-Fi Music Store launched?,On which date was the Store opened?,"{'text': ['September 5, 2007'], 'answer_start': [46]}",lexical,date time,67,10,7,6
Frédéric_Chopin,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then...",date,What birth date is now considered as his actual birthday?,Which date is now considered as his actual?,"{'text': ['1 March'], 'answer_start': [393]}",lexical,date time,77,10,8,5
Frédéric_Chopin,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then...",date,What birth date is now considered correct for Chopin?,Which date is now  correct?,"{'text': ['1 March'], 'answer_start': [393]}",lexical,date time,77,9,5,5
Frédéric_Chopin,"In London Chopin took lodgings at Dover Street, where the firm of Broadwood provided him with a gran...",date,What date did he perform with Viardot?,Which date did he perform?,"{'text': ['7 July'], 'answer_start': [647]}",lexical,date time,129,7,5,5
Spectre_(2015_film),Spectre was released on 26 October 2015 in the United Kingdom on the same night as the world premier...,date,What was the US release date for Spectre?,What was the date for Spectre?,"{'text': ['6 November 2015'], 'answer_start': [211]}",lexical,date time,144,8,6,6
Frédéric_Chopin,"Although it is not known exactly when Chopin first met Liszt after arriving in Paris, on 12 December...",date,What was the date that LIszt first saw Chopin perform?,On which date did LIszt first saw Chopin?,"{'text': ['26 February 1832'], 'answer_start': [355]}",lexical,date time,108,10,8,6
The_Legend_of_Zelda:_Twilight_Princess,"Aonuma had anticipated creating a Zelda game for what would later be called the Wii, but had assumed...",date,What was the original release date for Gamecube?,What was the date for Gamecube?,"{'text': ['2005'], 'answer_start': [570]}",lexical,date time,133,8,6,4
IPod,"On January 22, 2008, Apple reported the best quarter revenue and earnings in Apple's history so far....",date,When did Apple reveal it had achieved its highest quarterly earnings to date?,When did Apple say it had the best date yet?,"{'text': ['January 22, 2008'], 'answer_start': [3]}",lexical,date time,58,13,10,6
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,Each year the Earth absorbs how much solar energy in exajoules?,Each year it absorbs how much energy?,"{'text': ['3,850,000'], 'answer_start': [95]}",both,numeric,89,11,7,4
Solar_energy,Solar technologies are broadly characterized as either passive or active depending on the way they c...,energy,How do renewable energies acquire energy from the sun?,How do they acquire energy?,"{'text': ['direct or indirect'], 'answer_start': [449]}",both,ap,74,9,5,6
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,How much energy in exajoules does photosynthesis capture each year?,How much energy does it capture each year?,"{'text': ['3,000'], 'answer_start': [243]}",both,numeric,89,10,8,4
2008_Sichuan_earthquake,Japanese seismologist Yuji Yagi at the University of Tsukuba said that the earthquake occurred in tw...,energy,How much greater was the energy of this quake than that released in the earthquake of 1995 in Japan?,How much was the energy  that released in Japan?,"{'text': ['30 times'], 'answer_start': [335]}",lexical,numeric,148,19,9,5
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,How much solar energy is captured by photosynthesis?,How much energy is captured?,"{'text': ['approximately 3,000 EJ per year'], 'answer_start': [229]}",lexical,numeric,89,8,5,8
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,"In 2002, the Sun provided more energy in one hour than humans used in what span of time?","In 2002, it provided more energy in one hour in what span of time?","{'text': ['one year'], 'answer_start': [195]}",lexical,numeric,89,18,14,5
Solar_energy,"Shuman built the world’s first solar thermal power station in Maadi, Egypt, between 1912 and 1913. S...",energy,In what decade were Shuman's ideas about solar energy revived?,When did ideas about energy revived?,"{'text': ['the 1970s'], 'answer_start': [494]}",lexical,date time,108,10,6,5
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,The amount of solar energy per year is twice as much as the energy that will ever be produced from what resources?,The amount of  energy per year is twice as much as the energy that will ever be produced from what?,"{'text': ['coal, oil, natural gas, and mined uranium combined'], 'answer_start': [465]}",lexical,other,89,22,20,11
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,Twice the amount of energy obtainable by all the non-renewable sources on Earth can be provided by the Sun in what span of time?,Twice the amount of energy  can be provided  in what span of time?,"{'text': ['one year'], 'answer_start': [195]}",lexical,numeric,89,24,13,5
Solar_energy,"Active solar techniques use photovoltaics, concentrated solar power, solar thermal collectors, pumps...",energy,What is an active solar technique used to generate energy?,What is an active technique used to generate energy?,"{'text': ['designing spaces that naturally circulate air'], 'answer_start': [240]}",lexical,other,77,10,9,9
Solar_energy,Solar energy is radiant light and heat from the Sun harnessed using a range of ever-evolving technol...,energy,What is solar energy?,What is energy?,"{'text': ['radiant light and heat from the Sun'], 'answer_start': [16]}",lexical,other,30,4,3,10
Solar_energy,"The total solar energy absorbed by Earth's atmosphere, oceans and land masses is approximately 3,850...",energy,What is the amount of solar energy absorbed by the earth?,What is the amount of energy that is absorbed?,"{'text': ['approximately 3,850,000 exajoules (EJ) per year'], 'answer_start': [81]}",lexical,other,89,11,9,9
Solar_energy,"Solar radiation is absorbed by the Earth's land surface, oceans – which cover about 71% of the globe...",energy,What is the process by which green plants convert solar energy to stored energy?,What is the process of converting energy?,"{'text': ['photosynthesis'], 'answer_start': [633]}",lexical,np,121,14,7,4
Solar_energy,"Solar radiation is absorbed by the Earth's land surface, oceans – which cover about 71% of the globe...",energy,What is the process in which plants convert solar energy into stored energy called?,What is the process of converting energy called?,"{'text': ['photosynthesis'], 'answer_start': [633]}",lexical,np,121,14,8,4
Solar_energy,Solar energy is radiant light and heat from the Sun harnessed using a range of ever-evolving technol...,energy,What kind of energy consists of the light and heat provided by the Sun?,What kind of energy consists of the light and heat?,"{'text': ['Solar energy'], 'answer_start': [0]}",lexical,np,30,14,10,5
Solar_energy,Solar energy is radiant light and heat from the Sun harnessed using a range of ever-evolving technol...,energy,What technologies are used to harness solar energy from the sun?,What are ways people draw energy?,"{'text': ['solar heating, photovoltaics, solar thermal energy, solar architecture and artificial photosynthesis'], 'answer_start': [114]}",lexical,other,30,11,6,14
2008_Sichuan_earthquake,"According to a study by the China Earthquake Administration (CEA), the earthquake occurred along the...",energy,When wasmost of the energy released during the initial eruption?,When was most of the energy released?,"{'text': ['first 80 sec.'], 'answer_start': [376]}",lexical,numeric,97,10,7,6
Solar_energy,Solar technologies are broadly characterized as either passive or active depending on the way they c...,energy,Where do the majority of renewable energies derive their energy from?,Where do the majority derive their energy from?,"{'text': ['the Sun'], 'answer_start': [436]}",lexical,np,74,11,8,5
Solar_energy,Solar energy is radiant light and heat from the Sun harnessed using a range of ever-evolving technol...,energy,Where does solar energy come from?,Where does energy come from?,"{'text': ['the Sun'], 'answer_start': [44]}",lexical,np,30,6,5,5
Solar_energy,Solar technologies are broadly characterized as either passive or active depending on the way they c...,energy,Which renewable energies do not acquire their energy from the sun?,Which energies do not acquire their energy from the sun?,"{'text': ['geothermal and tidal'], 'answer_start': [389]}",lexical,ap,74,11,10,6
Beyoncé,"The Bey Hive is the name given to Beyoncé's fan base. Fans were previously titled ""The Beyontourage""...",fan,Beyonce has a fan base that is referred to as what?,What is the name of her fan?,"{'text': ['The Bey Hive'], 'answer_start': [0]}",lexical,,59,11,7,6
American_Idol,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-...",fan,How do people vote using the fan save?,How do people vote with a fan?,"{'text': ['Twitter'], 'answer_start': [182]}",lexical,,48,8,7,4
American_Idol,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-...",fan,How do viewers vote for a contestant using Fan Save?,How do people choose with a fan?,"{'text': ['Twitter'], 'answer_start': [182]}",lexical,,48,10,7,4
FC_Barcelona,"In addition to membership, as of 2010[update] there are 1,335 officially registered fan clubs, calle...",fan,How many registered fan clubs does Barcelona have worldwide?,How many types of fans does Barcelona have worldwide?,"{'text': ['1,335'], 'answer_start': [56]}",lexical,,109,9,9,4
Arsenal_F.C.,"There have always been Arsenal supporters outside London, and since the advent of satellite televisi...",fan,In 2011 what was Arsenal's estimated fan base?,In 2011 how many fans did it have?,"{'text': ['113 million'], 'answer_start': [449]}",both,,89,8,8,5
American_Idol,"The ""Fan Save"" was introduced in the fourteenth season. During the finals, viewers are given a five-...",fan,"In which season was the ""Fan Save"" first used?",When was the fan first used?,"{'text': ['fourteen'], 'answer_start': [37]}",lexical,,48,9,6,4
FC_Barcelona,"In addition to membership, as of 2010[update] there are 1,335 officially registered fan clubs, calle...",fan,What are the fan clubs called?,What are the different types of fan called?,"{'text': ['penyes'], 'answer_start': [102]}",lexical,,109,6,8,4
Professional_wrestling,The content including match outcomes is choreographed and the combative actions and reactions are ex...,fan,What are the fan encouraged to do?,What is the fan supposed to do?,"{'text': ['willing suspension of disbelief for the audience'], 'answer_start': [404]}",lexical,,102,7,7,10
Arsenal_F.C.,"Arsenal fans often refer to themselves as ""Gooners"", the name derived from the team's nickname, ""The...",fan,What aspect of the fan base is one of the reasons for large game attendance?,What aspect of the fan influenced the decision to attend the game?,"{'text': ['location'], 'answer_start': [590]}",lexical,,134,15,12,4
Bird,"Many species of the second major avialan lineage to diversify, the Euornithes (meaning ""true birds"",...",fan,What group became the first avialans to develop true pygostyle and a fully mobile fan of tail feathers?,What group became the first to develop mobile fan?,"{'text': ['Euornithes'], 'answer_start': [917]}",lexical,,166,18,9,4
Beyoncé,"The Bey Hive is the name given to Beyoncé's fan base. Fans were previously titled ""The Beyontourage""...",fan,What is Beyonce's fan base called?,What is her fan collection called?,"{'text': ['Bey Hive'], 'answer_start': [4]}",lexical,,59,6,6,5
2008_Summer_Olympics_torch_relay,The Beijing Olympic Organizing Committee sent out a team of 30 unarmed attendants selected from the ...,fan,What is the attendant who has a large fan base called?,What is the person who has a large fan collection called?,"{'text': ['Second Right Brother'], 'answer_start': [597]}",lexical,,112,11,11,6
